Transaction Date,Customer ID,Customer Name,Order ID,Product ID,Product Name,Product Category,Quantity,Unit Price,Total Amount,Transaction Type,Return Reason
05/30/2023,C137,Customer 137,ORD00170,P020,Classic Vintage Footwear,Footwear,-1,199.09,-199.09,RETURN,Fit Issues
12/16/2023,C240,Customer 240,ORD00171,P007,Classic Athletic Pants,Pants,1,232.75,232.75,PURCHASE,
07/04/2023,C328,Customer 328,ORD00172,P008,Premium Athletic Underwear,Underwear,1,100.59,100.59,PURCHASE,
01/04/2023,C185,Customer 185,ORD00173,P010,Premium Casual Accessories,Accessories,3,139.32,417.96,PURCHASE,
04/11/2023,C195,Customer 195,ORD00174,P028,Essential Formal Accessories,Accessories,1,155.65,155.65,PURCHASE,
04/12/2023,C195,Customer 195,ORD00174,P028,Essential Formal Accessories,Accessories,-1,155.65,-155.65,RETURN,Style Not as Expected
07/20/2023,C181,Customer 181,ORD00175,P047,Signature Casual Dresses,Dresses,1,130.88,130.88,PURCHASE,
03/03/2023,C422,Customer 422,ORD00176,P031,Classic Vintage Swimwear,Swimwear,1,282.96,282.96,PURCHASE,
09/19/2023,C116,Customer 116,ORD00177,P043,Deluxe Formal Underwear,Underwear,2,79.21,158.42,PURCHASE,
01/12/2023,C120,Customer 120,ORD00178,P001,Classic Formal Dresses,Dresses,1,146.34,146.34,PURCHASE,
01/18/2023,C120,Customer 120,ORD00178,P001,Classic Formal Dresses,Dresses,-1,146.34,-146.34,RETURN,Wrong Size
03/12/2023,C247,Customer 247,ORD00179,P034,Signature Modern Outerwear,Outerwear,3,289.46,868.38,PURCHASE,
07/27/2023,C444,Customer 444,ORD00180,P047,Signature Casual Dresses,Dresses,1,130.88,130.88,PURCHASE,
08/04/2023,C444,Customer 444,ORD00180,P047,Signature Casual Dresses,Dresses,-1,130.88,-130.88,RETURN,Fit Issues
11/23/2023,C475,Customer 475,ORD00181,P016,Luxury Casual Dresses,Dresses,1,159.32,159.32,PURCHASE,
12/03/2023,C475,Customer 475,ORD00181,P016,Luxury Casual Dresses,Dresses,-1,159.32,-159.32,RETURN,Changed Mind
11/29/2023,C229,Customer 229,ORD00182,P047,Signature Casual Dresses,Dresses,3,130.88,392.64,PURCHASE,
05/07/2023,C436,Customer 436,ORD00183,P050,Classic Casual Jackets,Jackets,1,180.01,180.01,PURCHASE,
10/20/2023,C207,Customer 207,ORD00184,P025,Slim Vintage Shirts,Shirts,2,90.71,181.42,PURCHASE,
11/11/2023,C382,Customer 382,ORD00185,P016,Luxury Casual Dresses,Dresses,3,159.32,477.96,PURCHASE,
11/08/2023,C239,Customer 239,ORD00186,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
10/05/2023,C261,Customer 261,ORD00187,P038,Classic Formal Activewear,Activewear,3,41.55,124.65,PURCHASE,
03/12/2023,C248,Customer 248,ORD00188,P004,Ultra Casual Shirts,Shirts,2,118.58,237.16,PURCHASE,
07/27/2023,C279,Customer 279,ORD00189,P040,Ultra Casual Underwear,Underwear,3,143.86,431.58,PURCHASE,
07/31/2023,C279,Customer 279,ORD00189,P040,Ultra Casual Underwear,Underwear,-3,143.86,-431.58,RETURN,Wrong Size
04/19/2023,C220,Customer 220,ORD00190,P004,Ultra Casual Shirts,Shirts,3,118.58,355.74,PURCHASE,
08/10/2023,C217,Customer 217,ORD00191,P020,Classic Vintage Footwear,Footwear,3,199.09,597.27,PURCHASE,
05/13/2023,C058,Customer 58,ORD00192,P013,Slim Modern Footwear,Footwear,1,296.95,296.95,PURCHASE,
05/23/2023,C058,Customer 58,ORD00192,P013,Slim Modern Footwear,Footwear,-1,296.95,-296.95,RETURN,Style Not as Expected
01/06/2023,C228,Customer 228,ORD00193,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
06/19/2023,C252,Customer 252,ORD00194,P050,Classic Casual Jackets,Jackets,3,180.01,540.03,PURCHASE,
09/28/2023,C387,Customer 387,ORD00195,P046,Premium Athletic Outerwear,Outerwear,1,238.48,238.48,PURCHASE,
02/23/2023,C036,Customer 36,ORD00196,P043,Deluxe Formal Underwear,Underwear,1,79.21,79.21,PURCHASE,
12/12/2023,C210,Customer 210,ORD00197,P036,Basic Modern Underwear,Underwear,3,299.73,899.19,PURCHASE,
09/12/2023,C180,Customer 180,ORD00198,P037,Deluxe Vintage Shirts,Shirts,3,129.15,387.45,PURCHASE,
09/26/2023,C180,Customer 180,ORD00198,P037,Deluxe Vintage Shirts,Shirts,-3,129.15,-387.45,RETURN,Fit Issues
05/07/2023,C499,Customer 499,ORD00199,P045,Essential Modern Shirts,Shirts,1,248.15,248.15,PURCHASE,
06/18/2023,C423,Customer 423,ORD00200,P049,Premium Athletic Accessories,Accessories,3,31.24,93.72,PURCHASE,
07/28/2023,C064,Customer 64,ORD00201,P046,Premium Athletic Outerwear,Outerwear,3,238.48,715.44,PURCHASE,
07/14/2023,C276,Customer 276,ORD00202,P010,Premium Casual Accessories,Accessories,1,139.32,139.32,PURCHASE,
07/16/2023,C276,Customer 276,ORD00202,P010,Premium Casual Accessories,Accessories,-1,139.32,-139.32,RETURN,Defective Product
03/24/2023,C068,Customer 68,ORD00203,P038,Classic Formal Activewear,Activewear,2,41.55,83.1,PURCHASE,
03/29/2023,C068,Customer 68,ORD00203,P038,Classic Formal Activewear,Activewear,-2,41.55,-83.1,RETURN,Color Mismatch
09/28/2023,C201,Customer 201,ORD00204,P018,Deluxe Casual Underwear,Underwear,2,175.89,351.78,PURCHASE,
08/28/2023,C198,Customer 198,ORD00205,P030,Ultra Casual Dresses,Dresses,1,160.11,160.11,PURCHASE,
08/29/2023,C198,Customer 198,ORD00205,P030,Ultra Casual Dresses,Dresses,-1,160.11,-160.11,RETURN,Style Not as Expected
02/10/2023,C105,Customer 105,ORD00206,P013,Slim Modern Footwear,Footwear,3,296.95,890.85,PURCHASE,
09/06/2023,C208,Customer 208,ORD00207,P014,Luxury Formal Footwear,Footwear,2,213.95,427.9,PURCHASE,
09/09/2023,C410,Customer 410,ORD00208,P002,Relaxed Formal Underwear,Underwear,3,83.35,250.05,PURCHASE,
04/21/2023,C246,Customer 246,ORD00209,P041,Relaxed Casual Activewear,Activewear,3,254.31,762.93,PURCHASE,
12/04/2023,C242,Customer 242,ORD00210,P027,Essential Modern Accessories,Accessories,3,280.55,841.65,PURCHASE,
12/07/2023,C242,Customer 242,ORD00210,P027,Essential Modern Accessories,Accessories,-3,280.55,-841.65,RETURN,Changed Mind
08/09/2023,C453,Customer 453,ORD00211,P025,Slim Vintage Shirts,Shirts,3,90.71,272.13,PURCHASE,
10/15/2023,C037,Customer 37,ORD00212,P005,Slim Vintage Pants,Pants,3,225.34,676.02,PURCHASE,
10/18/2023,C037,Customer 37,ORD00212,P005,Slim Vintage Pants,Pants,-3,225.34,-676.02,RETURN,Style Not as Expected
11/28/2023,C077,Customer 77,ORD00213,P026,Classic Modern Pants,Pants,2,296.67,593.34,PURCHASE,
10/01/2023,C417,Customer 417,ORD00214,P001,Classic Formal Dresses,Dresses,2,146.34,292.68,PURCHASE,
10/10/2023,C417,Customer 417,ORD00214,P001,Classic Formal Dresses,Dresses,-2,146.34,-292.68,RETURN,Defective Product
10/28/2023,C400,Customer 400,ORD00215,P038,Classic Formal Activewear,Activewear,2,41.55,83.1,PURCHASE,
08/20/2023,C136,Customer 136,ORD00216,P042,Luxury Modern Pants,Pants,2,294.81,589.62,PURCHASE,
05/18/2023,C110,Customer 110,ORD00217,P015,Signature Formal Jackets,Jackets,3,78.25,234.75,PURCHASE,
05/24/2023,C424,Customer 424,ORD00218,P001,Classic Formal Dresses,Dresses,1,146.34,146.34,PURCHASE,
05/25/2023,C223,Customer 223,ORD00219,P033,Ultra Casual Dresses,Dresses,3,208.62,625.86,PURCHASE,
02/14/2023,C147,Customer 147,ORD00220,P048,Luxury Formal Footwear,Footwear,3,28.94,86.82,PURCHASE,
02/19/2023,C147,Customer 147,ORD00220,P048,Luxury Formal Footwear,Footwear,-3,28.94,-86.82,RETURN,Changed Mind
01/26/2023,C393,Customer 393,ORD00221,P011,Essential Vintage Shirts,Shirts,3,54.34,163.02,PURCHASE,
12/31/2023,C463,Customer 463,ORD00222,P005,Slim Vintage Pants,Pants,2,225.34,450.68,PURCHASE,
01/05/2023,C050,Customer 50,ORD00223,P012,Premium Modern Dresses,Dresses,2,54.8,109.6,PURCHASE,
08/16/2023,C290,Customer 290,ORD00224,P013,Slim Modern Footwear,Footwear,1,296.95,296.95,PURCHASE,
08/28/2023,C025,Customer 25,ORD00225,P020,Classic Vintage Footwear,Footwear,3,199.09,597.27,PURCHASE,
09/01/2023,C025,Customer 25,ORD00225,P020,Classic Vintage Footwear,Footwear,-3,199.09,-597.27,RETURN,Wrong Size
09/29/2023,C025,Customer 25,ORD00226,P018,Deluxe Casual Underwear,Underwear,2,175.89,351.78,PURCHASE,
12/03/2023,C265,Customer 265,ORD00227,P014,Luxury Formal Footwear,Footwear,1,213.95,213.95,PURCHASE,
02/08/2023,C039,Customer 39,ORD00228,P002,Relaxed Formal Underwear,Underwear,1,83.35,83.35,PURCHASE,
01/17/2023,C267,Customer 267,ORD00229,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
01/27/2023,C267,Customer 267,ORD00229,P020,Classic Vintage Footwear,Footwear,-2,199.09,-398.18,RETURN,Style Not as Expected
11/04/2023,C461,Customer 461,ORD00230,P049,Premium Athletic Accessories,Accessories,3,31.24,93.72,PURCHASE,
11/18/2023,C461,Customer 461,ORD00230,P049,Premium Athletic Accessories,Accessories,-3,31.24,-93.72,RETURN,Color Mismatch
02/03/2023,C041,Customer 41,ORD00231,P006,Deluxe Casual Footwear,Footwear,3,59.92,179.76,PURCHASE,
05/29/2023,C147,Customer 147,ORD00232,P023,Luxury Casual Footwear,Footwear,3,283.44,850.32,PURCHASE,
01/02/2023,C189,Customer 189,ORD00233,P047,Signature Casual Dresses,Dresses,3,130.88,392.64,PURCHASE,
04/18/2023,C092,Customer 92,ORD00234,P002,Relaxed Formal Underwear,Underwear,2,83.35,166.7,PURCHASE,
11/19/2023,C378,Customer 378,ORD00235,P003,Basic Athletic Shirts,Shirts,1,194.57,194.57,PURCHASE,
12/03/2023,C378,Customer 378,ORD00235,P003,Basic Athletic Shirts,Shirts,-1,194.57,-194.57,RETURN,Wrong Size
04/18/2023,C115,Customer 115,ORD00236,P022,Signature Formal Jackets,Jackets,3,61.31,183.93,PURCHASE,
04/20/2023,C115,Customer 115,ORD00236,P022,Signature Formal Jackets,Jackets,-3,61.31,-183.93,RETURN,Defective Product
06/17/2023,C174,Customer 174,ORD00237,P028,Essential Formal Accessories,Accessories,3,155.65,466.95,PURCHASE,
04/26/2023,C416,Customer 416,ORD00238,P049,Premium Athletic Accessories,Accessories,2,31.24,62.48,PURCHASE,
07/23/2023,C180,Customer 180,ORD00239,P012,Premium Modern Dresses,Dresses,1,54.8,54.8,PURCHASE,
08/03/2023,C180,Customer 180,ORD00239,P012,Premium Modern Dresses,Dresses,-1,54.8,-54.8,RETURN,Style Not as Expected
12/10/2023,C160,Customer 160,ORD00240,P039,Essential Athletic Footwear,Footwear,1,236.29,236.29,PURCHASE,
12/11/2023,C160,Customer 160,ORD00240,P039,Essential Athletic Footwear,Footwear,-1,236.29,-236.29,RETURN,Wrong Size
03/20/2023,C134,Customer 134,ORD00241,P012,Premium Modern Dresses,Dresses,3,54.8,164.4,PURCHASE,
09/15/2023,C077,Customer 77,ORD00242,P017,Basic Athletic Jackets,Jackets,2,275.6,551.2,PURCHASE,
11/30/2023,C117,Customer 117,ORD00243,P040,Ultra Casual Underwear,Underwear,3,143.86,431.58,PURCHASE,
10/25/2023,C218,Customer 218,ORD00244,P016,Luxury Casual Dresses,Dresses,3,159.32,477.96,PURCHASE,
11/14/2023,C110,Customer 110,ORD00245,P021,Basic Athletic Swimwear,Swimwear,2,128.01,256.02,PURCHASE,
07/31/2023,C035,Customer 35,ORD00246,P039,Essential Athletic Footwear,Footwear,1,236.29,236.29,PURCHASE,
08/10/2023,C035,Customer 35,ORD00246,P039,Essential Athletic Footwear,Footwear,-1,236.29,-236.29,RETURN,Fit Issues
02/08/2023,C062,Customer 62,ORD00247,P044,Deluxe Modern Accessories,Accessories,1,247.62,247.62,PURCHASE,
05/20/2023,C459,Customer 459,ORD00248,P001,Classic Formal Dresses,Dresses,3,146.34,439.02,PURCHASE,
05/27/2023,C459,Customer 459,ORD00248,P001,Classic Formal Dresses,Dresses,-3,146.34,-439.02,RETURN,Quality Issues
11/20/2023,C138,Customer 138,ORD00249,P006,Deluxe Casual Footwear,Footwear,1,59.92,59.92,PURCHASE,
08/25/2023,C169,Customer 169,ORD00250,P022,Signature Formal Jackets,Jackets,3,61.31,183.93,PURCHASE,
08/31/2023,C169,Customer 169,ORD00250,P022,Signature Formal Jackets,Jackets,-3,61.31,-183.93,RETURN,Better Price Found
07/30/2023,C055,Customer 55,ORD00251,P036,Basic Modern Underwear,Underwear,2,299.73,599.46,PURCHASE,
08/29/2023,C413,Customer 413,ORD00252,P049,Premium Athletic Accessories,Accessories,3,31.24,93.72,PURCHASE,
10/28/2023,C131,Customer 131,ORD00253,P010,Premium Casual Accessories,Accessories,1,139.32,139.32,PURCHASE,
08/29/2023,C075,Customer 75,ORD00254,P037,Deluxe Vintage Shirts,Shirts,2,129.15,258.3,PURCHASE,
09/12/2023,C075,Customer 75,ORD00254,P037,Deluxe Vintage Shirts,Shirts,-2,129.15,-258.3,RETURN,Wrong Size
09/25/2023,C411,Customer 411,ORD00255,P015,Signature Formal Jackets,Jackets,1,78.25,78.25,PURCHASE,
07/12/2023,C311,Customer 311,ORD00256,P037,Deluxe Vintage Shirts,Shirts,1,129.15,129.15,PURCHASE,
04/23/2023,C366,Customer 366,ORD00257,P030,Ultra Casual Dresses,Dresses,2,160.11,320.22,PURCHASE,
04/24/2023,C366,Customer 366,ORD00257,P030,Ultra Casual Dresses,Dresses,-2,160.11,-320.22,RETURN,Style Not as Expected
02/21/2023,C284,Customer 284,ORD00258,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
02/27/2023,C284,Customer 284,ORD00258,P038,Classic Formal Activewear,Activewear,-1,41.55,-41.55,RETURN,Changed Mind
08/21/2023,C180,Customer 180,ORD00259,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
11/13/2023,C211,Customer 211,ORD00260,P042,Luxury Modern Pants,Pants,1,294.81,294.81,PURCHASE,
03/12/2023,C078,Customer 78,ORD00261,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
06/23/2023,C452,Customer 452,ORD00262,P035,Basic Athletic Activewear,Activewear,1,242.57,242.57,PURCHASE,
10/05/2023,C170,Customer 170,ORD00263,P029,Premium Formal Shirts,Shirts,3,32.48,97.44,PURCHASE,
12/19/2023,C418,Customer 418,ORD00264,P034,Signature Modern Outerwear,Outerwear,3,289.46,868.38,PURCHASE,
05/24/2023,C170,Customer 170,ORD00265,P033,Ultra Casual Dresses,Dresses,1,208.62,208.62,PURCHASE,
03/11/2023,C129,Customer 129,ORD00266,P001,Classic Formal Dresses,Dresses,2,146.34,292.68,PURCHASE,
01/12/2023,C437,Customer 437,ORD00267,P011,Essential Vintage Shirts,Shirts,1,54.34,54.34,PURCHASE,
07/08/2023,C147,Customer 147,ORD00268,P032,Ultra Casual Accessories,Accessories,1,252.74,252.74,PURCHASE,
07/19/2023,C147,Customer 147,ORD00268,P032,Ultra Casual Accessories,Accessories,-1,252.74,-252.74,RETURN,Defective Product
01/09/2023,C381,Customer 381,ORD00269,P021,Basic Athletic Swimwear,Swimwear,2,128.01,256.02,PURCHASE,
01/15/2023,C381,Customer 381,ORD00269,P021,Basic Athletic Swimwear,Swimwear,-2,128.01,-256.02,RETURN,Defective Product
02/15/2023,C386,Customer 386,ORD00270,P035,Basic Athletic Activewear,Activewear,1,242.57,242.57,PURCHASE,
10/28/2023,C497,Customer 497,ORD00271,P001,Classic Formal Dresses,Dresses,2,146.34,292.68,PURCHASE,
09/09/2023,C369,Customer 369,ORD00272,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
09/10/2023,C369,Customer 369,ORD00272,P005,Slim Vintage Pants,Pants,-1,225.34,-225.34,RETURN,Fit Issues
10/29/2023,C052,Customer 52,ORD00273,P048,Luxury Formal Footwear,Footwear,2,28.94,57.88,PURCHASE,
11/14/2023,C256,Customer 256,ORD00274,P025,Slim Vintage Shirts,Shirts,3,90.71,272.13,PURCHASE,
11/17/2023,C256,Customer 256,ORD00274,P025,Slim Vintage Shirts,Shirts,-3,90.71,-272.13,RETURN,Fit Issues
04/03/2023,C443,Customer 443,ORD00275,P026,Classic Modern Pants,Pants,3,296.67,890.01,PURCHASE,
01/17/2023,C185,Customer 185,ORD00276,P045,Essential Modern Shirts,Shirts,1,248.15,248.15,PURCHASE,
09/27/2023,C204,Customer 204,ORD00277,P008,Premium Athletic Underwear,Underwear,3,100.59,301.77,PURCHASE,
05/27/2023,C178,Customer 178,ORD00278,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
05/28/2023,C178,Customer 178,ORD00278,P038,Classic Formal Activewear,Activewear,-1,41.55,-41.55,RETURN,Wrong Item Received
04/11/2023,C086,Customer 86,ORD00279,P032,Ultra Casual Accessories,Accessories,3,252.74,758.22,PURCHASE,
01/06/2023,C349,Customer 349,ORD00280,P038,Classic Formal Activewear,Activewear,3,41.55,124.65,PURCHASE,
07/20/2023,C384,Customer 384,ORD00281,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
07/27/2023,C485,Customer 485,ORD00282,P003,Basic Athletic Shirts,Shirts,3,194.57,583.71,PURCHASE,
03/18/2023,C382,Customer 382,ORD00283,P030,Ultra Casual Dresses,Dresses,2,160.11,320.22,PURCHASE,
03/29/2023,C382,Customer 382,ORD00283,P030,Ultra Casual Dresses,Dresses,-2,160.11,-320.22,RETURN,Wrong Size
12/25/2023,C033,Customer 33,ORD00284,P043,Deluxe Formal Underwear,Underwear,2,79.21,158.42,PURCHASE,
08/15/2023,C416,Customer 416,ORD00285,P046,Premium Athletic Outerwear,Outerwear,2,238.48,476.96,PURCHASE,
11/08/2023,C052,Customer 52,ORD00286,P009,Deluxe Formal Footwear,Footwear,3,212.65,637.95,PURCHASE,
11/09/2023,C052,Customer 52,ORD00286,P009,Deluxe Formal Footwear,Footwear,-3,212.65,-637.95,RETURN,Fit Issues
02/22/2023,C157,Customer 157,ORD00287,P033,Ultra Casual Dresses,Dresses,1,208.62,208.62,PURCHASE,
02/26/2023,C157,Customer 157,ORD00287,P033,Ultra Casual Dresses,Dresses,-1,208.62,-208.62,RETURN,Wrong Size
05/13/2023,C495,Customer 495,ORD00288,P040,Ultra Casual Underwear,Underwear,1,143.86,143.86,PURCHASE,
11/07/2023,C458,Customer 458,ORD00289,P031,Classic Vintage Swimwear,Swimwear,1,282.96,282.96,PURCHASE,
06/25/2023,C073,Customer 73,ORD00290,P035,Basic Athletic Activewear,Activewear,3,242.57,727.71,PURCHASE,
11/14/2023,C329,Customer 329,ORD00291,P016,Luxury Casual Dresses,Dresses,2,159.32,318.64,PURCHASE,
11/16/2023,C329,Customer 329,ORD00291,P016,Luxury Casual Dresses,Dresses,-2,159.32,-318.64,RETURN,Fit Issues
07/23/2023,C164,Customer 164,ORD00292,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
02/19/2023,C290,Customer 290,ORD00293,P039,Essential Athletic Footwear,Footwear,1,236.29,236.29,PURCHASE,
09/24/2023,C275,Customer 275,ORD00294,P022,Signature Formal Jackets,Jackets,2,61.31,122.62,PURCHASE,
08/03/2023,C059,Customer 59,ORD00295,P011,Essential Vintage Shirts,Shirts,2,54.34,108.68,PURCHASE,
06/15/2023,C086,Customer 86,ORD00296,P027,Essential Modern Accessories,Accessories,1,280.55,280.55,PURCHASE,
10/16/2023,C097,Customer 97,ORD00297,P045,Essential Modern Shirts,Shirts,3,248.15,744.45,PURCHASE,
10/24/2023,C097,Customer 97,ORD00297,P045,Essential Modern Shirts,Shirts,-3,248.15,-744.45,RETURN,Style Not as Expected
01/24/2023,C192,Customer 192,ORD00298,P049,Premium Athletic Accessories,Accessories,1,31.24,31.24,PURCHASE,
07/18/2023,C214,Customer 214,ORD00299,P011,Essential Vintage Shirts,Shirts,3,54.34,163.02,PURCHASE,
10/17/2023,C163,Customer 163,ORD00300,P024,Slim Vintage Shirts,Shirts,3,109.97,329.91,PURCHASE,
03/15/2023,C022,Customer 22,ORD00301,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
03/18/2023,C022,Customer 22,ORD00301,P017,Basic Athletic Jackets,Jackets,-3,275.6,-826.8,RETURN,Wrong Item Received
03/26/2023,C454,Customer 454,ORD00302,P007,Classic Athletic Pants,Pants,1,232.75,232.75,PURCHASE,
04/03/2023,C454,Customer 454,ORD00302,P007,Classic Athletic Pants,Pants,-1,232.75,-232.75,RETURN,Style Not as Expected
09/04/2023,C198,Customer 198,ORD00303,P024,Slim Vintage Shirts,Shirts,3,109.97,329.91,PURCHASE,
04/24/2023,C439,Customer 439,ORD00304,P039,Essential Athletic Footwear,Footwear,1,236.29,236.29,PURCHASE,
03/19/2023,C017,Customer 17,ORD00305,P041,Relaxed Casual Activewear,Activewear,1,254.31,254.31,PURCHASE,
03/26/2023,C017,Customer 17,ORD00305,P041,Relaxed Casual Activewear,Activewear,-1,254.31,-254.31,RETURN,Style Not as Expected
10/06/2023,C464,Customer 464,ORD00306,P006,Deluxe Casual Footwear,Footwear,1,59.92,59.92,PURCHASE,
10/15/2023,C020,Customer 20,ORD00307,P024,Slim Vintage Shirts,Shirts,3,109.97,329.91,PURCHASE,
10/19/2023,C020,Customer 20,ORD00307,P024,Slim Vintage Shirts,Shirts,-3,109.97,-329.91,RETURN,Wrong Size
08/15/2023,C030,Customer 30,ORD00308,P025,Slim Vintage Shirts,Shirts,3,90.71,272.13,PURCHASE,
08/24/2023,C030,Customer 30,ORD00308,P025,Slim Vintage Shirts,Shirts,-3,90.71,-272.13,RETURN,Changed Mind
02/26/2023,C151,Customer 151,ORD00309,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
11/27/2023,C058,Customer 58,ORD00310,P022,Signature Formal Jackets,Jackets,3,61.31,183.93,PURCHASE,
03/28/2023,C481,Customer 481,ORD00311,P009,Deluxe Formal Footwear,Footwear,3,212.65,637.95,PURCHASE,
02/06/2023,C112,Customer 112,ORD00312,P007,Classic Athletic Pants,Pants,3,232.75,698.25,PURCHASE,
09/05/2023,C399,Customer 399,ORD00313,P040,Ultra Casual Underwear,Underwear,1,143.86,143.86,PURCHASE,
06/15/2023,C411,Customer 411,ORD00314,P048,Luxury Formal Footwear,Footwear,1,28.94,28.94,PURCHASE,
06/19/2023,C411,Customer 411,ORD00314,P048,Luxury Formal Footwear,Footwear,-1,28.94,-28.94,RETURN,Fit Issues
04/13/2023,C296,Customer 296,ORD00315,P001,Classic Formal Dresses,Dresses,1,146.34,146.34,PURCHASE,
04/17/2023,C296,Customer 296,ORD00315,P001,Classic Formal Dresses,Dresses,-1,146.34,-146.34,RETURN,Style Not as Expected
02/06/2023,C337,Customer 337,ORD00316,P049,Premium Athletic Accessories,Accessories,1,31.24,31.24,PURCHASE,
02/03/2023,C104,Customer 104,ORD00317,P008,Premium Athletic Underwear,Underwear,3,100.59,301.77,PURCHASE,
02/13/2023,C104,Customer 104,ORD00317,P008,Premium Athletic Underwear,Underwear,-3,100.59,-301.77,RETURN,Fit Issues
11/11/2023,C491,Customer 491,ORD00318,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
08/06/2023,C001,Customer 1,ORD00319,P003,Basic Athletic Shirts,Shirts,2,194.57,389.14,PURCHASE,
04/23/2023,C298,Customer 298,ORD00320,P023,Luxury Casual Footwear,Footwear,3,283.44,850.32,PURCHASE,
05/03/2023,C298,Customer 298,ORD00320,P023,Luxury Casual Footwear,Footwear,-3,283.44,-850.32,RETURN,Wrong Size
